ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
44694,I am a student who is learning to code,"Independent contractor, freelancer, or self-employed",Philippines,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35 - 44 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Other (please specify):;Colleague;Books / Physical media",10,,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;Other (please specify):;Data scientist or machine learning specialist;Developer, back-end;Academic researcher;Database administrator;Scientist;Student;Developer, QA or test;Developer, game or graphics;Developer, embedded applications or devices;DevOps specialist;Data or business analyst;Designer;Engineering manager;Engineer, site reliability;System administrator;Product manager;Senior Executive (C-Suite, VP, etc.);Educator;Marketing or sales professional",,,,,APL;Assembly;Bash/Shell;C;C#;C++;Clojure;COBOL;Crystal;Dart;Delphi;Elixir;Erlang;F#;Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;LISP;Matlab;Node.js;Objective-C;Perl;PHP;PowerShell;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA,APL;Assembly;Bash/Shell;C;C#;C++;Clojure;COBOL;Crystal;Dart;Delphi;Elixir;Erlang;F#;Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;LISP;Matlab;Node.js;Objective-C;Perl;PHP;PowerShell;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA,Cassandra;Couchbase;DynamoDB;Elasticsearch;Firebase;IBM DB2;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Cassandra;Couchbase;DynamoDB;Elasticsearch;Firebase;IBM DB2;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,AWS;DigitalOcean;Google Cloud Platform;Heroku;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure,AWS;DigitalOcean;Google Cloud Platform;Heroku;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure,Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Drupal;Express;FastAPI;Flask;Gatsby;jQuery;Laravel;React.js;Ruby on Rails;Spring;Svelte;Symfony;Vue.js,Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Drupal;Express;FastAPI;Flask;Gatsby;jQuery;Laravel;React.js;Ruby on Rails;Spring;Svelte;Symfony;Vue.js,.NET Framework;.NET Core / .NET 5;Apache Spark;Cordova;Flutter;Hadoop;Keras;NumPy;Pandas;Qt;React Native;TensorFlow;Torch/PyTorch,.NET Framework;.NET Core / .NET 5;Apache Spark;Cordova;Flutter;Hadoop;Keras;NumPy;Pandas;Qt;React Native;TensorFlow;Torch/PyTorch,Ansible;Chef;Deno;Docker;Flow;Git;Kubernetes;Pulumi;Puppet;Terraform;Unity 3D;Unreal Engine;Xamarin;Yarn,Ansible;Chef;Deno;Docker;Flow;Git;Kubernetes;Pulumi;Puppet;Terraform;Unity 3D;Unreal Engine;Xamarin;Yarn,Android Studio;Atom;Eclipse;Emacs;IntelliJ;IPython/Jupyter;NetBeans;Neovim;Notepad++;PHPStorm;PyCharm;Rider;RStudio;RubyMine;Sublime Text;TextMate;Vim;Visual Studio;Visual Studio Code;Webstorm;Xcode,Android Studio;Atom;Eclipse;Emacs;IntelliJ;IPython/Jupyter;NetBeans;Neovim;Notepad++;PHPStorm;PyCharm;Rider;RStudio;RubyMine;Sublime Text;TextMate;Vim;Visual Studio;Visual Studio Code;Webstorm;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games;Panic;Visit another developer community (please name):;Other (please specify):,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Less than once per month or monthly,No,,"Yes, definitely",No,35-44 years old,"Man;Non-binary, genderqueer, or gender non-conforming",Yes,Straight / Heterosexual,"White or of European descent;I don't know;Multiracial;Southeast Asian;South Asian;Hispanic or Latino/a/x;Middle Eastern;East Asian;Biracial;Black or of African descent;Indigenous (such as Native American, Pacific Islander, or Indigenous Australian)",I am deaf / hard of hearing;I am unable to / find it difficult to type;I am unable to / find it difficult to walk or stand without assistance,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Appropriate in length,Neither easy nor difficult,
44705,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Books / Physical media",16,10,"Developer, full-stack","10,000 or more employees",PHP	Philippine peso,,,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,C#;HTML/CSS;JavaScript;Node.js;Python;SQL,Microsoft SQL Server;MySQL,Microsoft SQL Server;PostgreSQL,Microsoft Azure,AWS;Google Cloud Platform;Microsoft Azure,Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery,Angular;ASP.NET;ASP.NET Core ;jQuery;React.js,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Xamarin,Unity 3D;Xamarin,Visual Studio,Visual Studio,Windows,Visit Stack Overflow;Google it;Play games,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",Yes,nan,,,,,,,Too long,Difficult,
44708,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",6,5,"Developer, front-end;Developer, full-stack;Developer, back-end",500 to 999 employees,PHP	Philippine peso,,Monthly,JavaScript;Ruby;TypeScript,C#;TypeScript,PostgreSQL,Microsoft SQL Server,Heroku,Microsoft Azure,ASP.NET Core ;jQuery;React.js;Ruby on Rails,ASP.NET Core ;React.js,,,Docker;Git,Docker;Xamarin,Neovim;Vim;Visual Studio;Visual Studio Code,Neovim;Rider;Vim;Visual Studio;Visual Studio Code,MacOS,Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
44766,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Colleague",6,2,"Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,PHP	Philippine peso,,Monthly,C#;JavaScript;SQL,C#;SQL,MySQL,MySQL,,,,,,,Unity 3D,Unity 3D,Android Studio;NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic;Other (please specify):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,18-24 years old,Prefer not to say,No,Prefer not to say,Southeast Asian;Hispanic or Latino/a/x,I am blind / have difficulty seeing,Prefer not to say,Too long,Neither easy nor difficult,
44974,I am a student who is learning to code,"Student, full-time",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member",5,,,,,,,C;C#;C++;Java;JavaScript;Node.js;PHP;Python,JavaScript;Node.js;Python,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,DynamoDB;Firebase;MongoDB;MySQL;PostgreSQL;Redis,AWS;Heroku,AWS;DigitalOcean;Google Cloud Platform;Heroku,Django;Express;jQuery;React.js,Django;Express;Flask;React.js,NumPy;Pandas,NumPy;Pandas;React Native;TensorFlow;Torch/PyTorch,Git;Unity 3D,Deno;Docker;Git;Yarn,Android Studio;Atom;IntelliJ;IPython/Jupyter;Neovim;Notepad++;PyCharm;Sublime Text;Vim;Visual Studio;Visual Studio Code,IPython/Jupyter;Neovim;Vim;Visual Studio Code;Xcode,Windows Subsystem for Linux (WSL),Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,
45099,I am a developer by profession,Employed full-time,Philippines,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School,11,7,Data scientist or machine learning specialist;Engineering manager,"10,000 or more employees",PHP	Philippine peso,,,Python;SQL,Python;SQL,,,AWS;Google Cloud Platform,AWS;Google Cloud Platform;Microsoft Azure,,,Keras;NumPy;Pandas;Torch/PyTorch,Keras;NumPy;Pandas;Torch/PyTorch,,,IPython/Jupyter;Vim;Visual Studio Code,IPython/Jupyter;Vim;Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
45562,I am a student who is learning to code,"Student, full-time",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,3,,,,,,,C++;Java;JavaScript;PHP;Python;SQL,,MySQL,,,,,,,,,,Atom;Sublime Text;Visual Studio;Visual Studio Code,,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Meditate,Stack Overflow,A few times per week,Yes,A few times per week,"Yes, definitely",Yes,18-24 years old,Man,No,,Southeast Asian,None of the above,,Appropriate in length,Easy,
45642,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member",6,2,"Developer, back-end",100 to 499 employees,PHP	Philippine peso,22000.0,Monthly,APL;HTML/CSS;JavaScript;PHP;SQL,Java;JavaScript;Swift,MySQL,MongoDB;Oracle,,,jQuery,Angular.js;React.js;Spring,,,Git,Docker;Git;Kubernetes,Visual Studio Code,IntelliJ,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,5220.0
45808,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Books / Physical media",12,8,"Developer, front-end;Developer, full-stack;Developer, back-end","10,000 or more employees",PHP	Philippine peso,200000.0,Yearly,C#;HTML/CSS;JavaScript;TypeScript,C#;HTML/CSS;JavaScript;TypeScript,Firebase;Microsoft SQL Server;MongoDB;SQLite,Firebase;Microsoft SQL Server;MongoDB;SQLite,AWS;Google Cloud Platform;Microsoft Azure,AWS;Microsoft Azure,ASP.NET Core ;React.js,ASP.NET Core ;React.js,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Docker;Git;Kubernetes;Xamarin,Docker;Git;Kubernetes;Xamarin,Rider;Visual Studio;Visual Studio Code;Xcode,Rider;Visual Studio;Visual Studio Code;Xcode,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,3950.0
45866,I am a student who is learning to code,"Student, part-time",Philippines,,,Something else,11 - 17 years,"Other online resources (ex: videos, blogs, etc)",2,,,,,,,C#;HTML/CSS;JavaScript;Python,Assembly;Bash/Shell;C;C++;Go;TypeScript,MongoDB;MySQL,Firebase;Redis;SQLite,Heroku,AWS,Express;Flask;React.js,Angular;Angular.js;Django;Vue.js,.NET Framework;.NET Core / .NET 5;Qt,Flutter;TensorFlow;Torch/PyTorch,Git;Unity 3D,,Android Studio;Atom;PyCharm;Visual Studio;Visual Studio Code,,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,I have never visited Stack Overflow or the Stack Exchange network,,,,,No,Under 18 years old,Prefer not to say,No,,Prefer not to say,,Prefer not to say,Appropriate in length,Easy,
47323,I am a developer by profession,Employed part-time,Philippines,,,"Associate degree (A.A., A.S., etc.)",18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School",12,10,"Developer, back-end;Database administrator;Data or business analyst;Engineer, site reliability;System administrator",100 to 499 employees,PHP	Philippine peso,373000.0,Monthly,HTML/CSS;JavaScript;Node.js;PHP;SQL,Go;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL,MySQL;Redis,MongoDB;MySQL;Redis,Google Cloud Platform,Google Cloud Platform,jQuery;Laravel,jQuery;Laravel,,,Git,Git,Eclipse;IntelliJ;Notepad++;PHPStorm;Sublime Text;Vim,Eclipse;IntelliJ;Notepad++;PHPStorm;Sublime Text;Vim,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games;Visit another developer community (please name):,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),A few times per week,Yes,A few times per month or weekly,"No, not really",Yes,25-34 years old,Man,No,Straight / Heterosexual,East Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,88404.0
47822,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Books / Physical media,7,2,"Developer, mobile",20 to 99 employees,PHP	Philippine peso,25000.0,Monthly,Dart,Kotlin,SQLite,,Microsoft Azure,Microsoft Azure,,,Flutter,,Git,Docker;Kubernetes,Android Studio;Vim;Visual Studio Code,Android Studio;Vim,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,25-34 years old,Woman,No,Bisexual,Southeast Asian,I am blind / have difficulty seeing,I have a concentration and/or memory disorder (e.g. ADHD);I have an anxiety disorder,Appropriate in length,Easy,5928.0
47859,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Books / Physical media",15,7,"Developer, full-stack","1,000 to 4,999 employees",PHP	Philippine peso,30000.0,Monthly,C#;HTML/CSS;JavaScript;PowerShell;SQL,Python;R;TypeScript,Microsoft SQL Server;Oracle,,,,Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery,React.js;Vue.js,.NET Framework,,Git,,Visual Studio;Visual Studio Code,,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,7116.0
47890,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,14,12,"Developer, mobile;Developer, back-end",20 to 99 employees,PHP	Philippine peso,36148.0,Weekly,Java;Kotlin,Kotlin,MySQL;SQLite,Elasticsearch;MariaDB;MongoDB;PostgreSQL;Redis;SQLite,,,,,,,Git,Docker;Git;Unity 3D,Android Studio;IntelliJ;Visual Studio Code,Android Studio;IntelliJ,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,35700.0
47900,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,7,3,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end",20 to 99 employees,PHP	Philippine peso,,,C;HTML/CSS;Java;JavaScript;Node.js;PHP,Dart;Go;Kotlin;Rust;Swift,MongoDB;MySQL,Firebase;MongoDB,Google Cloud Platform;Microsoft Azure,AWS;Heroku,Angular;Express;jQuery;Laravel;React.js,Angular;Express;Laravel;React.js;Spring;Svelte;Vue.js,.NET Framework;.NET Core / .NET 5;React Native,Flutter;Keras;NumPy;React Native;TensorFlow,Docker;Git,Ansible;Docker;Git;Kubernetes;Terraform;Unity 3D,IntelliJ;Sublime Text;Visual Studio;Visual Studio Code,Vim;Xcode,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,18-24 years old,Man,No,,Southeast Asian,I am blind / have difficulty seeing,None of the above,Appropriate in length,Easy,
47916,I am a developer by profession,Employed full-time,Philippines,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",12,7,"Developer, back-end",100 to 499 employees,PHP	Philippine peso,54000.0,Monthly,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;VBA,C#;F#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;VBA,Microsoft SQL Server,Elasticsearch;Microsoft SQL Server;MongoDB;Redis,Microsoft Azure,AWS;Microsoft Azure,Angular;ASP.NET;ASP.NET Core ;jQuery,Angular;ASP.NET;ASP.NET Core ;jQuery;React.js,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5;Cordova;Flutter,Git,Git,Rider;Visual Studio;Visual Studio Code,Rider;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Meditate,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,East Asian,None of the above,None of the above,Appropriate in length,Easy,12804.0
